Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
¿Desde donde puedo ver si me mencionan en algun chat en Microsoft Teams? | como veo si hablan de mi encontrar donde MS teams	Para ver facilmente las menciones que hacen sobre usted en Microsoft Teams, haga lo siguiente:\n\n1.  Haga clic en el icono de **Actividad** situado en la barra lateral izquierda de la aplicación.\n2.  A la derecha de donde acaba de hacer clic, verá el titulo **Fuente,** debajo de el, encontrará una lista de todas las interacciones que los usuarios hayan tenido hacia usted o sus mensajes. Particularmente la que debe interesarle para conocer dónde lo han mencionado. Son las que comiencen con un icono de arroba ‘@’.\n\nSi desea saber más sobre la fuente de actividades, [haga clic aquí](#).	CHATBOT_ms_teams		[]	False	[]	1011
¿Como busco un mensaje en Microsoft Teams? | encontrar un mensaje en particular msg msj MS teams Como busco mensajes en Microsoft Teams	Una manera sencilla de buscar mensajes en Microsoft Teams es la siguiente:\n\n1.  Diríjase al contexto en concreto dónde se quiere buscar, puede ser un chat individual, un canal de un equipo, o cualquier otro lugar.\n2.  Una vez que se encuentre dentro del chat donde se quiere buscar un mensaje, presione **Ctrl + f (cmd + f en MacOS),** la aplicación hará foco en la barra de búsqueda que se encuentra en la parte superior de la aplicación.\n3.  Escriba lo que desee buscar y presione la tecla **Enter.**\n4.  Todos los resultados compatibles con el criterio de su búsqueda, aparecerán en el lateral izquierdo de la aplicación. Puede cliquear en cualquiera de ellos, y el chat se desplazará hasta ese punto.\n\nSi desea saber más sobre la búsqueda de mensajes, [haga clic aquí](https://support.microsoft.com/es-es/office/buscar-mensajes-y-m%C3%A1s-en-teams-4a351520-33f4-42ab-a5ee-5fc0ab88b263).	CHATBOT_ms_teams		[]	False	[]	1012
¿Como adjunto un archivo a un chat en Microsoft Teams? | agregar adjuntar documento sumar un file a la conversacion MS teams Como adjunto archivos en Microsoft Teams	Para compartir un archivo en un chat de Microsoft Teams, puede hacerlo de la siguiente manera:\n\n1.  Una vez dentro del chat en el cual quiera compartir el archivo, haga clic en el icono de **clip** que se encuentra en la parte inferior centrar del chat (el tercero comenzando de la izquierda).\n2.  Luego, le abrirá un pequeño menú, en el cual podrá elegir adjuntar un archivo de OneDrive, o bien subirlo desde su equipo. Supongamos que lo adjuntamos desde el equipo.\n3.  Nos abrirá una ventana para navegar nuestro disco, seleccione el archivo que desea adjuntar.\n4.  Una vez hecho eso, veremos que aparece en el cuadro inferior central. Escribir algo junto con el archivo agregado es opcional. Puede enviarlo presionando el botón que se encuentra abajo a la derecha del bloque para escribir el mensaje o bien presionando la tecla Enter.\n\nSi desea saber más sobre compartir archivos, [haga clic aquí](https://support.microsoft.com/es-es/office/primeros-aspectos-que-debe-saber-sobre-los-archivos-4c1b6c25-3794-49f9-93aa-bf6fdc211299).	CHATBOT_ms_teams		[]	False	[]	1013
¿Como silencio en Microsoft Teams las notificaciones de un chat? | Silenciar callar mutear desactivar MS teams Como silencio en Microsoft Teams la notificacion	Para silenciar un chat en Microsoft Teams, complete los siguientes pasos:\n\n1.  Haga clic en el icono de **Chat** situado en la barra lateral izquierda de la aplicación.\n2.  A la derecha de esa columna de iconos, verá el título **Chat,** con la lista de conversaciones que tiene hasta el momento, al posarse sobre alguna, verá que a la derecha de ese bloque aparece un icono con tres puntos, presiónelo.\n3.  En el menú que se le despliega, seleccione la opción **Silenciar.**\n\nPara volver a activar las notificaciones de un chat silenciado, deberá repetir estos pasos, solo que en el menú desplegable del paso 2, deberá elegir **Activar audio.**\n\nSi desea saber más sobre la administración de notificaciones, [haga clic aquí](https://support.microsoft.com/es-es/office/administrar-las-notificaciones-en-teams-1cc31834-5fe5-412b-8edb-43fecc78413d#bkmk_offspecifconvo).	CHATBOT_ms_teams		[]	False	[]	1014
¿Como cambio en Microsoft Teams el fondo de mi video en una reunion? | alterar el background modificar el fondo MS teams Como cambio en Microsoft Teams los fondos de mi video en reuniones	Para alterar el fondo de su video dentro de una reunión de Microsoft Teams, siga estos pasos:\n\n1.  En la parte superior de la ventana de la videollamada, verá una barra de iconos, uno de ellos consta de **tres puntos,** haga clic en el.\n2.  Luego se le desplegará un menú con varias opciones, seleccione la que dice **Aplicar efectos de fondo.**\n3.  Verá que apareció una barra lateral, en la cual hay varios cuadros con distintas opciones de fondo, el primero de ellos, es el de “no aplicar ningún fondo”, el segundo es el de “desenfocar su propio fondo”. Todo el resto son diseños que puede seleccionar para alterar el escenario. Haga clic en el que prefiera.\n4.  Una vez hecho eso, puede hacer clic en el botón **Versión preliminar** para ver como quedaría ese fondo aplicado. Cuando esté a gusto con el resultado, haga clic en el botón **Aplicar y activar video** que está al final de esa barra lateral.\n\nSi desea saber más sobre cambiar el fondo de su video, [haga clic aquí](https://support.microsoft.com/es-es/office/cambiar-el-fondo-de-una-reuni%C3%B3n-de-teams-f77a2381-443a-499d-825e-509a140f4780).	CHATBOT_ms_teams		[]	False	[]	1015
¿Como cargar un archivo en una biblioteca de Sharepoint? | subir documento?	1.  Abra su navegador y diríjase a la biblioteca de sitio de OneDrive o SharePoint en la que desea cargar el documento.\n2.  En su equipo, seleccione Inicio a continuación, escriba Explorador de archivos.\n3.  Vaya a la carpeta con los documentos que desea cargar.\n4.  Arrastre los archivos hasta el espacio en la biblioteca de SharePoint donde aparece ‘Arrastrar archivos aqui’. La biblioteca debe mostrar ‘Arrastrar aqui’ cuando coloca el archivo sobre ella.\n5.  Suelte el archivo sobre la ventana de la biblioteca de documentos y espere a que termine el proceso de carga del archivo.\n6.  Debería ver que los archivos aparecen en la biblioteca de documentos.\n\nPara mayor información puede revisar [este](https://support.microsoft.com/es-es/office/cargar-archivos-y-carpetas-a-una-biblioteca-da549fb1-1fcb-4167-87d0-4693e93cb7a0) enlace	CHATBOT_sharepoint		[]	False	[]	2000
¿Para que sirve Microsoft Planner? | cual es la finalidad cuando usar teams caracteristicas herramienta MS Planner Planer	Microsoft Planner es una herramienta colaborativa diseñada para poder registrar y dar seguimiento a un proyecto de manera ordenada. Algunas características de Planner son:\n\n*   **Crear planes, asignar tareas** y compartir archivos con otros usuarios.\n*   **Organizar el trabajo en equipo** y colaborar en proyectos de forma sencilla y visual.\n*   Chatear con otros usuarios para garantizar que todos estén al día de las últimas novedades.\n*   Realice un **seguimiento del progreso de su equipo** y manténgase al día de su trabajo desde cualquier lugar y con cualquier dispositivo.\n\nSi desea saber más sobre las características de Microsoft Planner, [haga clic aquí](https://support.microsoft.com/es-es/office/iniciar-sesi%C3%B3n-en-microsoft-planner-fe43c972-5a95-4071-86d4-423a64a3b21e).	CHATBOT_planner		[]	False	[]	3000
¿Como comienzo a utilizar Microsoft Planner? | como empiezo a usar como inicio con el uso iniciar sesion session loguearse abrir MS Planner Planer	Para comenzar a usar Microsoft Planner siga estos pasos:\n\n1.  Ingrese a [https://tasks.office.com/es-US/](https://tasks.office.com/es-US/)\n2.  Haga clic en el botón verde que dice **Iniciar Sesión.**\n3.  Inicie sesión con su email y contraseña de Microsoft 365.\n\nSi desea saber más sobre cómo comenzar a usar Microsoft Planner, [haga clic aquí](https://support.microsoft.com/es-es/office/iniciar-sesi%C3%B3n-en-microsoft-planner-fe43c972-5a95-4071-86d4-423a64a3b21e).	CHATBOT_planner		[]	False	[]	3001
¿Que sabes sobre Microsoft Planner? | ayuda ayudarme responderme soporte que puedes decirme podes conoces cual es tu conocimiento ¿Que sabes sobre Microsoft Planner? ¿Que sabes sobre Microsoft Planner? ¿Que sabes sobre Microsoft Planner? MS Planner Planer sobre planner sobre microsoft planner sobre microsoft planer decirme de planner decirme de planer	Puedo ayudarte a conocer como usar Microsoft Planner. Prueba preguntarme cosas cómo: \n\n*   ¿Como comienzo a utilizar Microsoft Planner? \n*   ¿Como crear un plan en Microsoft Planner? \n*   ¿Como agregar tareas a una plan en Microsoft Planner? \n*   ¿Como actualizar el progreso de una tarea en Microsoft Planner? \n*   ¿Como hago un comentario en una tarea de Microsoft Planner? \n*   ¿Como asignar una tarea a una persona en Microsoft Planner? \n*   ¿Como eliminar una tarea en Microsoft Planner? \n\nEsos son algunos ejemplos de acciones en las que puedo guiarte. Pero intenta preguntarme por lo que gustes, **aunque no figuren en esta lista**.	CHATBOT_planner		[]	False	[]	3002
¿Como crear un plan en Microsoft Planner? | nuevo creacion arrancar nuevo proyecto task Como crear planes en Microsoft Planner MS Planner Planer ¿Como crear un plan en Microsoft Planner? ¿Como crear un plan en Microsoft Planner?	Para crear un plan en Microsoft Planner, debe hacer lo siguiente:\n\n1.  En la parte superior izquierda de la [página web de Planner](https://tasks.office.com/es-US/) verá el botón **+ Nuevo Plan,** haga clic en el.\n2.  Se abrirá una ventana de creación del plan, **ingrese el nombre que desea darle**.\n3.  Luego seleccione si ese plan será **público o privado.**\n4.  Para finalizar, haga clic en el botón **Crear Plan.**\n\nSi desea saber más sobre cómo crear un plan, [haga clic aquí](https://support.microsoft.com/es-es/office/crear-un-plan-con-planner-cbbf3772-4fdd-4f49-aa92-dc2203c062d7).	CHATBOT_planner		[]	False	[]	3003
¿Como agregar tareas a una plan en Microsoft Planner? | nueva task crear Como agregar tarea a Microsoft Planner Como crear tarea en Microsoft Planner Como crear tareas en Microsoft Planner MS Planner Planer ¿Como agregar tareas a una plan en Microsoft Planner? ¿Como agregar tareas a una plan en Microsoft Planner?	Una vez dentro de un plan de Microsoft Planner, verá columnas cada una con un título. Esas columnas se denominan **depósitos o cubos**. Si nunca creó un depósito, existirá por defecto uno denominado **Pendientes.** Si desea agregar una tarea haga lo siguiente:\n\n1.  Haga clic en el botón **+Agregar tarea,** que se encuentra debajo del titulo del depósito en el que sea crearla.\n2.  Se generará una pequeña tarjeta en la que deberá **ingresar el nombre** que quiere darle a la tarea.\n3.  Una vez hecho eso, haga clic en el botón **Agregar tarea** que está al final de la tarjeta.\n\nSi desea saber más sobre cómo agregar una tarea a un plan, [haga clic aquí](https://support.microsoft.com/es-hn/office/administrar-tareas-en-planner-ee61ecb0-a0bb-4c39-8682-f47fe7674f05).	CHATBOT_planner		[]	False	[]	3004
¿Como agregar fechas de inicio y de vencimiento a las tareas en Microsoft Planner? | agrego comienzo y fin finalizacion Como agregar fecha de inicio y fin a la tarea en Microsoft Planner Como configurar fecha de inicio y fin para las tareas en Microsoft Planner task MS Planner Planer	Para agregar fechas de inicio y vencimiento a las tareas de Microsoft Planner, haga lo siguiente:\n\n1.  Haga clic sobre la tarea a la que desea configurarle las fechas.\n2.  Se abrirá una ventana con los detalles de la tarea, entre ellos verá un desplegable titulado **Fecha de inicio,** haga clic en el.\n3.  Verá un calendario, en el cual deberá seleccionar la fecha que desee.\n4.  A la derecha del desplegable que acaba de configurar, verá otro con el titulo **Fecha de vencimiento,** haga clic en el.\n5.  Se abrirá un calendario, en el cual deberá seleccionar la fecha que desee.\n6.  Para finalizar, haga clic en el icono de la **‘X’,** ubicado en el borde superior derecho de la ventana de configuración que estuvo completando.\n\nSi desea saber más sobre cómo agregar fechas de inicio y vencimiento a las tareas, [haga clic aquí](https://support.microsoft.com/es-hn/office/administrar-tareas-en-planner-ee61ecb0-a0bb-4c39-8682-f47fe7674f05).	CHATBOT_planner		[]	False	[]	3005
¿Como ordenar las tareas en Microsoft Planner? | etapas fases estados avance todo to-do doing test testing done comenzada finalizada Como ordenar la tarea en Microsoft Planner Como crear un deposito en Microsoft Planner Como crear depositos en Microsoft Planner Como crear un cubo en Microsoft Planner Como crear cubos en Microsoft Planner task MS Planner Planer	Después de agregar tareas en Microsoft Planner, puede ordenarlas en **depósitos o cubos** para ayudarle a dividir los elementos de una manera que tenga cierto sentido. Básicamente los depósitos, son las columnas en las cuales ve agrupadas sus tareas.\n\nPara crear un depósito nuevo, haga lo siguiente:\n\n1.  A la derecha de su último depósito (columna), verá el título de **Agregar depósito nuevo,** haga clic sobre el.\n2.  Ese título se transformará en un pequeño cuadro en el que deberá escribir el nombre del depósito.\n3.  Una vez hecho eso, presione la tecla **Enter.**\n\nSi desea saber más sobre cómo ordenar las tareas, [haga clic aquí](https://support.microsoft.com/es-es/office/crear-cubos-para-ordenar-las-tareas-238af119-3c2b-4cbb-a124-29da99488139).	CHATBOT_planner		[]	False	[]	3006
¿Como agrupar las tareas por progreso en Microsoft Planner? | not started in progress completed estado Como agrupar tarea por progreso en Microsoft Planner Como cambiar la agrupacion de las tareas en Microsoft Planner Como cambio la agrupacion de la tarea en Microsoft Planner  task MS Planner Planer	Para agrupar las tareas por progreso en Microsoft Planner, haga lo siguiente:\n\n1.  Una vez dentro de su plan, en la esquina superior derecha de la pagina verá un desplegable que dice **Agrupar por Depósito**, haga clic sobre el.\n2.  Se desplegará una serie de opciones, seleccione **Progreso.**\n\nSi desea saber más sobre cómo agrupar las tareas por progreso, [haga clic aquí](https://support.microsoft.com/es-es/office/organizar-las-tareas-de-su-equipo-en-microsoft-planner-c931a8a8-0cbb-4410-b66e-ae13233135fb).	CHATBOT_planner		[]	False	[]	3007
